Min,Max
31.872,36.671
1.0,36.65371484375
1.0,36.644255859374994
1.0,36.6525234375
0.0,36.67854296875
0.0,36.644705078125
0.0,36.63778125
0.0,36.68977734375
0.0,36.702578125
0.0,36.70180859375
0.0,36.723
0.0,36.69465625
0.0,36.68644921875
0.0,36.652966796875
0.0,36.641375
0.0,36.62927734374999
0.0,36.651
0.0,36.6457890625
0.0,36.62691796875
0.0,36.647692382812494
0.0,36.696615234375
0.0,36.6992138671875
0.0,36.685
0.0,36.68494140625
0.0,36.659515625
0.0,36.64373828125
0.0,36.63175
0.0,36.656203125
0.0,36.61545605468751
0.0,36.582126953125
0.0,36.63109375
0.0,36.5836884765625
0.0,36.52525195312499
0.0,36.508
0.0,36.53531640625
0.0,36.5989453125
0.0,36.59610546875
0.0,36.57658203125
0.0,36.5815390625
0.0,36.58708593750001
0.0,36.6010234375
0.0,36.614625
0.0,36.6120625
0.0,36.657212890625
0.0,36.62649414062499
0.0,36.5475625
0.0,36.4372265625
0.0,36.45005859375
0.0,36.4537734375
0.0,36.4519140625
0.0,36.50584375
0.0,36.4636171875
0.0,36.45893359375
0.0,36.47878515625
0.0,36.522314453125
0.0,36.584965820312505
0.0,36.6015
0.0,36.60587304687501
0.0,36.60716015625
0.0,36.6204609375
0.0,36.576708984375
0.0,36.72625
0.0,36.681386718750005
0.0,36.673310546874994
0.0,36.673876953125
0.0,36.66031640625
0.0,36.639625
0.0,36.71613671875
0.0,36.7153125
0.0,36.73159375
0.0,36.709421875
0.0,36.7189375
0.0,36.71971875
0.0,36.668348632812496
0.0,36.67580859375
0.0,36.651875
0.0,36.6403671875
0.0,36.6543671875
0.0,36.618625
0.0,36.6611572265625
0.0,36.69481640625
0.0,36.72265625
0.0,36.70259375
0.0,36.706890625
0.0,36.66664453125
0.0,36.690623046875
0.0,36.68357031250001
0.0,36.67100390625
0.0,36.671025390625
0.0,36.656
0.0,36.64403515625
0.0,36.6846875
0.0,36.720927734375
0.0,36.67875
0.0,36.6901396484375
0.0,36.596
0.0,36.6122890625
0.0,36.5871171875
0.0,36.590859375
0.0,36.57125
0.0,36.559080078125
0.0,36.5800625
0.0,36.55690625
0.0,36.597625
0.0,36.5243828125
0.0,36.55240625
0.0,36.56918652343749
0.0,36.558136718750006
0.0,36.56384375
0.0,36.613458984375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,36.6238974609375
0.0,37.01046875
0.0,36.990109375
0.0,37.019015625
0.0,36.99201953125
0.0,37.02146875
0.0,36.98455859375
0.0,36.929828125
0.0,36.927554687500006
0.0,37.0116875
0.0,37.0294921875
